Beraterparticipant	item	condition	sentence	completion	time	first_word	stemnoun	word	word_CORRECTED
78	226	Non-constraining_a	Tina ist völlig entspannt. Sie braucht eine wohltuende	Massage nicht mehr	9353	Massage	Massage	Massage	Massage
82	226	Non-constraining_a	Tina ist völlig entspannt. Sie braucht eine wohltuende	Dusche.	23477	Dusche	Dusche	Dusche	Dusche
11	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee für Tage, an denen das nicht so ist	17898	Tee	Tee	Tee	Tee
15	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Kakao	11303	Kakao	Kakao	Kakao	Kakao
19	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Abend für sich.	11923	Abend	Abend	Abend	Abend
23	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	8134	Tee	Tee	Tee	Tee
31	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Partner.	21492	Partner	Partner	Partner	Partner
35	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Stressfaktor.	14027	Stressfaktor	Faktor	Stressfaktor	Stressfaktor
39	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Meditationsnachmittag.	22482	Meditationsnachmittag	Nachmittag	Meditationsnachmittag	Meditationsnachmittag
3	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee. 	7290	Tee	Tee	Tee	Tee
43	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee, um den Tag noch schöner werden zu lassen.	28800	Tee	Tee	Tee	Tee
47	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Nachmittag für sich.	10297	Nachmittag	Nachmittag	Nachmittag	Nachmittag
100003	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Abend	14276	Abend	Abend	Abend	Abend
51	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	5634	Tee	Tee	Tee	Tee
55	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Atem.	9861	Atem	Atem	Atem	Atem
59	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee.	7713	Tee	Tee	Tee	Tee
63	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	6543	Tee	Tee	Tee	Tee
67	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Moment wie diesen an jedem Tag	15573	Moment	Moment	Moment	Moment
71	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	22203	Tee	Tee	Tee	Tee
75	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	4706	Tee	Tee	Tee	Tee
79	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	5418	Tee	Tee	Tee	Tee
7	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	16820	Tee	Tee	Tee	Tee
83	226	Non-constraining_b	Tina ist völlig entspannt. Sie braucht einen wohltuenden	Tee	6082	Tee	Tee	Tee	Tee
11	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ	7821	Stativ	Stativ	Stativ	Stativ
15	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Objektiv	5813	Objektiv	Objektiv	Objektiv	Objektiv
19	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ.	9922	Stativ	Stativ	Stativ	Stativ
23	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ	5245	Stativ	Stativ	Stativ	Stativ
31	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ.	7706	Stativ	Stativ	Stativ	Stativ
35	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ.	7650	Stativ	Stativ	Stativ	Stativ
39	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ.	14887	Stativ	Stativ	Stativ	Stativ
3	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Objektiv das auch in der Nacht scharfe Bilder macht. 	28489	Objektiv	Objektiv	Objektiv	Objektiv
43	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ.	5638	Stativ	Stativ	Stativ	Stativ
47	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Objektiv.	6588	Objektiv	Objektiv	Objektiv	Objektiv
100003	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ	6509	Stativ	Stativ	Stativ	Stativ
51	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Nachtsichtgerät.	12934	Nachtsichtgerät	Gerät	Nachtsichtgerät	Nachtsichtgerät
55	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ.	17105	Stativ	Stativ	Stativ	Stativ
59	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ.	8230	Stativ	Stativ	Stativ	Stativ
63	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Objektiv	14515	Objektiv	Objektiv	Objektiv	Objektiv
67	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ	3622	Stativ	Stativ	Stativ	Stativ
71	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Objektiv	5841	Objektiv	Objektiv	Objektiv	Objektiv
75	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ	7841	Stativ	Stativ	Stativ	Stativ
79	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ	4266	Stativ	Stativ	Stativ	Stativ
7	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Stativ	5216	Stativ	Stativ	Stativ	Stativ
83	227	Constraining_a	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet ein neues	Objektiv	11093	Objektiv	Objektiv	Objektiv	Objektiv
12	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Methode, dass das nicht passieren kann	15821	Methode	Methode	Methode	Methode
16	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kamera	4610	Kamera	Kamera	Kamera	Kamera
20	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Aufnahmetechnik, die Wackler im Bild vermeiden sollen.	22137	Aufnahmetechnik	Technik	Aufnahmetechnik	Aufnahmetechnik
24	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Einstellung	7956	Einstellung	Einstellung	Einstellung	Einstellung
28	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	standsichere Kamera.	22411	standsichere	Kamera	Standsichere	Standsichere
32	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kamera.	11531	Kamera	Kamera	Kamera	Kamera
36	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Blitztechnik mit der garantiert nichts mehr schief geht.	26528	Blitztechnik	Technik	Blitztechnik	Blitztechnik
40	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Lampe, damit die nötige Belichtung gegeben ist.,	31404	Lampe	Lampe	Lampe	Lampe
44	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kamera	7724	Kamera	Kamera	Kamera	Kamera
4	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kameratechnik dafür.	10274	Kameratechnik	Technik	Kameratechnik	Kameratechnik
52	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kamera am Tag.	17445	Kamera	Kamera	Kamera	Kamera
56	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Aufnahmeoption	16446	Aufnahmeoption	Option	Aufnahmeoption	Aufnahmeoption
60	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kamera, mit der er noch nicht vertraut ist	10899	Kamera	Kamera	Kamera	Kamera
64	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Platte für sein Stativ	21895	Platte	Platte	Platte	Platte
68	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kamera.	8867	Kamera	Kamera	Kamera	Kamera
72	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Linse	8151	Linse	Linse	Linse	Linse
76	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Kamera	19364	Kamera	Kamera	Kamera	Kamera
80	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Methode	8383	Methode	Methode	Methode	Methode
8	227	Constraining_b	Der Fotograf möchte die Nachtaufnahme nicht verwackeln. Er verwendet eine neue	Technik	5568	Technik	Technik	Technik	Technik
13	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv und stellt die Blende neu ein.	20202	Objektiv	Objektiv	Objektiv	Objektiv
17	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Computerprogramm um den Fehler zu korrigieren.	28456	Computerprogramm	Programm	Computerprogramm	Computerprogramm
1	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv	7942	Objektiv	Objektiv	Objektiv	Objektiv
21	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Stativ	5316	Stativ	Stativ	Stativ	Stativ
25	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv	9284	Objektiv	Objektiv	Objektiv	Objektiv
29	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv	8537	Objektiv	Objektiv	Objektiv	Objektiv
33	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Stativ.	18056	Stativ	Stativ	Stativ	Stativ
37	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv.	7270	Objektiv	Objektiv	Objektiv	Objektiv
41	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv.	11128	Objektiv	Objektiv	Objektiv	Objektiv
45	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Bild.	5761	Bild	Bild	Bild	Bild
53	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Stativ	5856	Stativ	Stativ	Stativ	Stativ
57	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Stativ zur besseren Fixierung der Kamera.	16467	Stativ	Stativ	Stativ	Stativ
5	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	kamerasystem	24720	kamerasystem	System	Kamerasystem	Kamerasystem
61	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv	6282	Objektiv	Objektiv	Objektiv	Objektiv
65	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Gerät	5467	Gerät	Gerät	Gerät	Gerät
69	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv.	6322	Objektiv	Objektiv	Objektiv	Objektiv
73	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv beim nächsten Mal.	8712	Objektiv	Objektiv	Objektiv	Objektiv
77	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv	5909	Objektiv	Objektiv	Objektiv	Objektiv
81	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv	11519	Objektiv	Objektiv	Objektiv	Objektiv
9	227	Non-constraining_a	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet ein neues	Objektiv.	11775	Objektiv	Objektiv	Objektiv	Objektiv
10	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamera, die nicht fest auf dem Stativ sitzt	81042	Kamera	Kamera	Kamera	Kamera
14	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Einstellung und ein neues Stativ.	17882	Einstellung	Einstellung	Einstellung	Einstellung
18	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamera aber dummerweise kein Stativ	21438	Kamera	Kamera	Kamera	Kamera
22	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Belichtungshilfe	9679	Belichtungshilfe	Hilfe	Belichtungshilfe	Belichtungshilfe
26	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamera	5892	Kamera	Kamera	Kamera	Kamera
2	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Einstellung.	26882	Einstellung	Einstellung	Einstellung	Einstellung
30	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamera.	11731	Kamera	Kamera	Kamera	Kamera
34	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Technik, damit das heute nicht nochmal passiert. 	18426	Technik	Technik	Technik	Technik
38	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Einstellung, die nicht dafür geeignet ist.	11774	Einstellung	Einstellung	Einstellung	Einstellung
42	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Aufnahme	9076	Aufnahme	Aufnahme	Aufnahme	Aufnahme
46	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Lampe, die nicht passt.	15630	Lampe	Lampe	Lampe	Lampe
100002	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Aufnahme für den Bildband.	16507	Aufnahme	Aufnahme	Aufnahme	Aufnahme
50	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Auflösung.	10522	Auflösung	Auflösung	Auflösung	Auflösung
54	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamera und kann sie noch nicht so gut bedienen. 	14632	Kamera	Kamera	Kamera	Kamera
58	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Aufnahme.	9289	Aufnahme	Aufnahme	Aufnahme	Aufnahme
62	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	technik	7611	technik	Technik	Technik	Technik
66	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamera	7019	Kamera	Kamera	Kamera	Kamera
6	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Aufnahme	11503	Aufnahme	Aufnahme	Aufnahme	Aufnahme
70	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamerafunktion für die nächste	14197	Kamerafunktion	Funktion	Kamerafunktion	Kamerafunktion
74	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Kamera.	7791	Kamera	Kamera	Kamera	Kamera
78	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Technik	5981	Technik	Technik	Technik	Technik
82	227	Non-constraining_b	Der Fotograf hat gestern die Nachtaufnahme verwackelt. Er verwendet eine neue	Aufnahme.	6982	Aufnahme	Aufnahme	Aufnahme	Aufnahme
10	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	MArker	11757	MArker	Marker	Marker	Marker
14	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker in die Hand.	11515	Marker	Marker	Marker	Marker
18	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker	7161	Textmarker	Marker	Textmarker	Textmarker
22	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker	6297	Marker	Marker	Marker	Marker
26	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	stift dafür.	10853	stift	Stift	Stift	Stift
2	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker.	7012	Marker	Marker	Marker	Marker
30	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker.	10787	Marker	Marker	Marker	Marker
34	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker. 	6425	Textmarker	Marker	Textmarker	Textmarker
38	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker und markiert die Sätze.	13331	Textmarker	Marker	Textmarker	Textmarker
42	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Merker	6179	Marker	Marker	Marker	Marker
46	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker.	8590	Textmarker	Marker	Textmarker	Textmarker
100002	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker und legt los.	13791	Textmarker	Marker	Textmarker	Textmarker
50	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker dafür.	9304	Marker	Marker	Marker	Marker
54	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker. 	4766	Marker	Marker	Marker	Marker
58	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker.	6927	Marker	Marker	Marker	Marker
62	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker	5617	Marker	Marker	Marker	Marker
66	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker	9744	Textmarker	Marker	Textmarker	Textmarker
6	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker	12946	Marker	Marker	Marker	Marker
70	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker	6753	Textmarker	Marker	Textmarker	Textmarker
74	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Marker	6883	Marker	Marker	Marker	Marker
78	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker.	6846	Textmarker	Marker	Textmarker	Textmarker
82	228	Constraining_a	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt einen neuen	Textmarker und beginnt.	9860	Textmarker	Marker	Textmarker	Textmarker
11	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Blatt für mögliche Notizen	8738	Blatt	Blatt	Blatt	Blatt
15	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Blatt und notiert dort alle Markierungen	25237	Blatt	Blatt	Blatt	Blatt
19	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Set mit verschiedenen Textmarkern.	18454	Set	Set	Set	Set
23	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Buch	4254	Buch	Buch	Buch	Buch
31	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Marktprodukt.	12176	Marktprodukt	Produkt	Marktprodukt	Marktprodukt
35	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Notizbuch und notiert sich zunächst die Seiten.	25902	Notizbuch	Buch	Notizbuch	Notizbuch
39	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Notizheft.	37770	Notizheft	Heft	Notizheft	Notizheft
3	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Buch. 	23231	Buch	Buch	Buch	Buch
43	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Löschpapier und behebt die falsh markierten Stellen.	21667	Löschpapier	Papier	Löschpapier	Löschpapier
47	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Lineal.	5523	Lineal	Lineal	Lineal	Lineal
100003	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Blatt	13478	Blatt	Blatt	Blatt	Blatt
51	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Set mit Textmarkern und suchst sich den Gelben heraus.	27251	Set	Set	Set	Set
55	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Buch.	9453	Buch	Buch	Buch	Buch
59	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Lineal.	13364	Lineal	Lineal	Lineal	Lineal
63	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Stift	8677	Stift	Stift	Stift	Stift
67	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Blatt papier und probiert den Textmarker aus	13113	Blatt	Blatt	Blatt	Blatt
71	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Lineal	8201	Lineal	Lineal	Lineal	Lineal
75	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Lineal dafür	15912	Lineal	Lineal	Lineal	Lineal
79	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Stück Papier, denn Bücher versaut man so nicht.	31108	Stück	Stück	Stück	Stück
7	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Lieneal	8610	Lieneal	Lineal	Lieneal	Lieneal
83	228	Constraining_b	Carla will wichtige Stellen im Buch gelb anstreichen. Sie nimmt ein neues	Buch, nachdem sie im Alten alles wichtige markiert hat	36021	Buch	Buch	Buch	Buch
12	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Stift	8834	Stift	Stift	Stift	Stift
16	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Marker	6228	Marker	Marker	Marker	Marker
20	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Notizzettel und schreibt die wichtigen Stellen heraus.	20030	Notizzettel	Zettel	Notizzettel	Notizzettel
24	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Textmarker	5762	Textmarker	Marker	Textmarker	Textmarker
28	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Zettel und schreibt das Wichtigste auf.	21112	Zettel	Zettel	Zettel	Zettel
32	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Notizzettel.	12758	Notizzettel	Zettel	Notizzettel	Notizzettel
36	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Block Post-Its und markiert sich so wichtige Passagen.	19228	Block	Block	Block	Block
40	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Kaugummi und benutzt den alten dafür als Markierung.	34141	Kaugummi	Gummi	Kaugummi	Kaugummi
44	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Bleistift	10039	Bleistift	Stift	Bleistift	Bleistift
4	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Zettel und notiert sich das Wichtigste.	12761	Zettel	Zettel	Zettel	Zettel
52	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Textmarker und macht es trotzdem.	16563	Textmarker	Marker	Textmarker	Textmarker
56	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Stift und markiert wichtiges auf einer Kopie	34274	Stift	Stift	Stift	Stift
60	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Bleistift	8235	Bleistift	Stift	Bleistift	Bleistift
64	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Zettel	10249	Zettel	Zettel	Zettel	Zettel
68	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Bleistift und markiert sie damit.	16550	Bleistift	Stift	Bleistift	Bleistift
72	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Zettel	11537	Zettel	Zettel	Zettel	Zettel
76	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Bleistift	12642	Bleistift	Stift	Bleistift	Bleistift
80	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Schmierzettel und schreibt sich das Wichtigste raus	26564	Schmierzettel	Zettel	Schmierzettel	Schmierzettel
8	228	Non-constraining_a	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt einen neuen	Stift, nutzt ihn aber nicht	39916	Stift	Stift	Stift	Stift
13	228	Non-constraining_b	Carla darf wichtige Stellen im Buch nicht anstreichen. Sie nimmt ein neues	Blatt und notiert sich dort alles.	13737	Blatt	Blatt	Blatt	Blatt
